"","word","sentiment"
"1217","bestial","fear"
"1218","bestial","negative"
"1219","betray","anger"
"1220","betray","disgust"
"1221","betray","negative"
"1222","betray","sadness"
"1223","betray","surprise"
"1224","betrayal","anger"
"1225","betrayal","disgust"
"1226","betrayal","negative"
"1227","betrayal","sadness"
"1228","betrothed","anticipation"
"1229","betrothed","joy"
"1230","betrothed","positive"
"1231","betrothed","trust"
"1232","betterment","positive"
"1233","beverage","positive"
"1234","beware","anticipation"
"1235","beware","fear"
"1236","beware","negative"
"1237","bewildered","fear"
"1238","bewildered","negative"
"1239","bewildered","surprise"
"1240","bewilderment","fear"
"1241","bewilderment","surprise"
"1242","bias","anger"
"1243","bias","negative"
"1244","biased","negative"
"1245","biblical","positive"
"1246","bickering","anger"
"1247","bickering","disgust"
"1248","bickering","negative"
"1249","biennial","anticipation"
"1250","bier","fear"
"1251","bier","negative"
"1252","bier","sadness"
"1253","bigot","anger"
"1254","bigot","disgust"
"1255","bigot","fear"
"1256","bigot","negative"
"1257","bigoted","anger"
"1258","bigoted","disgust"
"1259","bigoted","fear"
"1260","bigoted","negative"
"1261","bigoted","sadness"
"1262","bile","anger"
"1263","bile","disgust"
"1264","bile","negative"
"1265","bilingual","positive"
"1266","biopsy","fear"
"1267","biopsy","negative"
"1268","birch","anger"
"1269","birch","disgust"
"1270","birch","fear"
"1271","birch","negative"
"1272","birth","anticipation"
"1273","birth","fear"
"1274","birth","joy"
"1275","birth","positive"
"1276","birth","trust"
"1277","birthday","anticipation"
"1278","birthday","joy"
"1279","birthday","positive"
"1280","birthday","surprise"
"1281","birthplace","anger"
"1282","birthplace","negative"
"1283","bitch","anger"
"1284","bitch","disgust"
"1285","bitch","fear"
"1286","bitch","negative"
"1287","bitch","sadness"
"1288","bite","negative"
"1289","bitterly","anger"
"1290","bitterly","disgust"
"1291","bitterly","negative"
"1292","bitterly","sadness"
"1293","bitterness","anger"
"1294","bitterness","disgust"
"1295","bitterness","negative"
"1296","bitterness","sadness"
"1297","bizarre","negative"
"1298","bizarre","surprise"
"1299","black","negative"
"1300","black","sadness"
"1301","blackjack","negative"
"1302","blackmail","anger"
"1303","blackmail","fear"
"1304","blackmail","negative"
"1305","blackness","fear"
"1306","blackness","negative"
"1307","blackness","sadness"
"1308","blame","anger"
"1309","blame","disgust"
"1310","blame","negative"
"1311","blameless","positive"
"1312","bland","negative"
"1313","blanket","trust"
"1314","blasphemous","anger"
"1315","blasphemous","disgust"
"1316","blasphemous","negative"
"1317","blasphemy","anger"
"1318","blasphemy","negative"
"1319","blast","anger"
"1320","blast","fear"
"1321","blast","negative"
"1322","blast","surprise"
"1323","blatant","anger"
"1324","blatant","disgust"
"1325","blatant","negative"
"1326","blather","negative"
"1327","blaze","anger"
"1328","blaze","negative"
"1329","bleak","negative"
"1330","bleak","sadness"
"1331","bleeding","disgust"
"1332","bleeding","fear"
"1333","bleeding","negative"
"1334","bleeding","sadness"
"1335","blemish","anger"
"1336","blemish","disgust"
"1337","blemish","fear"
"1338","blemish","negative"
"1339","blemish","sadness"
"1340","bless","anticipation"
"1341","bless","joy"
"1342","bless","positive"
"1343","bless","trust"
"1344","blessed","joy"
"1345","blessed","positive"
"1346","blessing","anticipation"
"1347","blessing","joy"
"1348","blessing","positive"
"1349","blessing","trust"
"1350","blessings","anticipation"
"1351","blessings","joy"
"1352","blessings","positive"
"1353","blessings","surprise"
"1354","blessings","trust"
"1355","blight","disgust"
"1356","blight","fear"
"1357","blight","negative"
"1358","blight","sadness"
"1359","blighted","disgust"
"1360","blighted","negative"
"1361","blighted","sadness"
"1362","blind","negative"
"1363","blinded","negative"
"1364","blindfold","anticipation"
"1365","blindfold","fear"
"1366","blindfold","surprise"
"1367","blindly","negative"
"1368","blindly","sadness"
"1369","blindness","negative"
"1370","blindness","sadness"
"1371","bliss","joy"
"1372","bliss","positive"
"1373","blissful","joy"
"1374","blissful","positive"
"1375","blister","disgust"
"1376","blister","negative"
"1377","blitz","surprise"
"1378","bloated","disgust"
"1379","bloated","negative"
"1380","blob","disgust"
"1381","blob","fear"
"1382","blob","negative"
"1383","blockade","anger"
"1384","blockade","fear"
"1385","blockade","negative"
"1386","blockade","sadness"
"1387","bloodless","positive"
"1388","bloodshed","anger"
"1389","bloodshed","disgust"
"1390","bloodshed","fear"
"1391","bloodshed","negative"
"1392","bloodshed","sadness"
"1393","bloodshed","surprise"
"1394","bloodthirsty","anger"
"1395","bloodthirsty","disgust"
"1396","bloodthirsty","fear"
"1397","bloodthirsty","negative"
"1398","bloody","anger"
"1399","bloody","disgust"
"1400","bloody","fear"
"1401","bloody","negative"
"1402","bloody","sadness"
"1403","bloom","anticipation"
"1404","bloom","joy"
"1405","bloom","positive"
"1406","bloom","trust"
"1407","blossom","joy"
"1408","blossom","positive"
"1409","blot","negative"
"1410","blower","negative"
"1411","blowout","negative"
"1412","blue","sadness"
"1413","blues","fear"
"1414","blues","negative"
"1415","blues","sadness"
"1416","bluff","negative"
"1417","blunder","disgust"
"1418","blunder","negative"
"1419","blunder","sadness"
"1420","blur","negative"
"1421","blurred","negative"
"1422","blush","negative"
"1423","board","anticipation"
"1424","boast","negative"
"1425","boast","positive"
"1426","boasting","negative"
"1427","bodyguard","positive"
"1428","bodyguard","trust"
"1429","bog","negative"
"1430","bogus","anger"
"1431","bogus","disgust"
"1432","bogus","negative"
"1433","boil","disgust"
"1434","boil","negative"
"1435","boilerplate","negative"
"1436","boisterous","anger"
"1437","boisterous","anticipation"
"1438","boisterous","joy"
"1439","boisterous","negative"
"1440","boisterous","positive"
"1441","bold","positive"
"1442","boldness","positive"
"1443","bolster","positive"
"1444","bomb","anger"
"1445","bomb","fear"
"1446","bomb","negative"
"1447","bomb","sadness"
"1448","bomb","surprise"
"1449","bombard","anger"
"1450","bombard","fear"
"1451","bombard","negative"
"1452","bombardment","anger"
"1453","bombardment","fear"
"1454","bombardment","negative"
"1455","bombed","disgust"
"1456","bombed","negative"
"1457","bomber","fear"
"1458","bomber","sadness"
"1459","bonanza","joy"
"1460","bonanza","positive"
"1461","bondage","fear"
"1462","bondage","negative"
"1463","bondage","sadness"
"1464","bonds","negative"
"1465","bonne","positive"
"1466","bonus","anticipation"
"1467","bonus","joy"
"1468","bonus","positive"
"1469","bonus","surprise"
"1470","boo","negative"
"1471","booby","negative"
"1472","bookish","positive"
"1473","bookshop","positive"
"1474","bookworm","negative"
"1475","bookworm","positive"
"1476","boomerang","anticipation"
"1477","boomerang","trust"
"1478","boon","positive"
"1479","booze","negative"
"1480","bore","negative"
"1481","boredom","negative"
"1482","boredom","sadness"
"1483","boring","negative"
"1484","borrower","negative"
"1485","bother","negative"
"1486","bothering","anger"
"1487","bothering","negative"
"1488","bothering","sadness"
"1489","bottom","negative"
"1490","bottom","sadness"
"1491","bottomless","fear"
"1492","bound","negative"
"1493","bountiful","anticipation"
"1494","bountiful","joy"
"1495","bountiful","positive"
"1496","bounty","anticipation"
"1497","bounty","joy"
"1498","bounty","positive"
"1499","bounty","trust"
"1500","bouquet","joy"
"1501","bouquet","positive"
"1502","bouquet","trust"
"1503","bout","anger"
"1504","bout","negative"
"1505","bovine","disgust"
"1506","bovine","negative"
"1507","bowels","disgust"
"1508","boxing","anger"
"1509","boy","disgust"
"1510","boy","negative"
"1511","boycott","negative"
"1512","brag","negative"
"1513","brains","positive"
"1514","bran","disgust"
"1515","brandy","negative"
"1516","bravado","negative"
"1517","bravery","positive"
"1518","brawl","anger"
"1519","brawl","disgust"
"1520","brawl","fear"
"1521","brawl","negative"
"1522","brazen","anger"
"1523","brazen","negative"
"1524","breach","negative"
"1525","break","surprise"
"1526","breakdown","negative"
"1527","breakfast","positive"
"1528","breakneck","negative"
"1529","breakup","negative"
"1530","breakup","sadness"
"1531","bribe","negative"
"1532","bribery","disgust"
"1533","bribery","negative"
"1534","bridal","anticipation"
"1535","bridal","joy"
"1536","bridal","positive"
"1537","bridal","trust"
"1538","bride","anticipation"
"1539","bride","joy"
"1540","bride","positive"
"1541","bride","trust"
"1542","bridegroom","anticipation"
"1543","bridegroom","joy"
"1544","bridegroom","positive"
"1545","bridegroom","trust"
"1546","bridesmaid","joy"
"1547","bridesmaid","positive"
"1548","bridesmaid","trust"
"1549","brigade","fear"
"1550","brigade","negative"
"1551","brighten","joy"
"1552","brighten","positive"
"1553","brighten","surprise"
"1554","brighten","trust"
"1555","brightness","positive"
"1556","brilliant","anticipation"
"1557","brilliant","joy"
"1558","brilliant","positive"
"1559","brilliant","trust"
"1560","brimstone","anger"
"1561","brimstone","fear"
"1562","brimstone","negative"
"1563","bristle","negative"
"1564","broadside","anticipation"
"1565","broadside","negative"
"1566","brocade","positive"
"1567","broil","anger"
"1568","broil","negative"
"1569","broke","fear"
"1570","broke","negative"
"1571","broke","sadness"
"1572","broken","anger"
"1573","broken","fear"
"1574","broken","negative"
"1575","broken","sadness"
"1576","brothel","disgust"
"1577","brothel","negative"
"1578","brother","positive"
"1579","brother","trust"
"1580","brotherhood","positive"
"1581","brotherhood","trust"
"1582","brotherly","anticipation"
"1583","brotherly","joy"
"1584","brotherly","positive"
"1585","brotherly","trust"
"1586","bruise","anticipation"
"1587","bruise","negative"
"1588","brunt","anger"
"1589","brunt","negative"
"1590","brutal","anger"
"1591","brutal","fear"
"1592","brutal","negative"
"1593","brutality","anger"
"1594","brutality","fear"
"1595","brutality","negative"
"1596","brute","anger"
"1597","brute","fear"
"1598","brute","negative"
"1599","brute","sadness"
"1600","buck","fear"
"1601","buck","negative"
"1602","buck","positive"
"1603","buck","surprise"
"1604","buddy","anticipation"
"1605","buddy","joy"
"1606","buddy","positive"
"1607","buddy","trust"
"1608","budget","trust"
"1609","buffet","anger"
"1610","buffet","negative"
"1611","bug","disgust"
"1612","bug","fear"
"1613","bug","negative"
"1614","bugaboo","anger"
"1615","bugaboo","fear"
"1616","bugaboo","negative"
"1617","bugaboo","sadness"
"1618","bugle","anticipation"
"1619","build","positive"
"1620","building","positive"
"1621","bulbous","negative"
"1622","bulldog","positive"
"1623","bulletproof","positive"
"1624","bully","anger"
"1625","bully","fear"
"1626","bully","negative"
"1627","bum","disgust"
"1628","bum","negative"
